No,デッキ,デッキ内番号,ファイル名,表示語句(front),収録テキスト,読み(参考),意味(参考)
1194,N5 漢字フレーズ,32,n5-kanji-phrases_032.mp3,友だちが来ます。,友だちが来ます。,ともだちが きます。,A friend is coming.
1195,N5 漢字フレーズ,33,n5-kanji-phrases_033.mp3,日本語で話しましょう。,日本語で話しましょう。,にほんごで はなしましょう。,Let's speak Japanese.
1196,N5 漢字フレーズ,34,n5-kanji-phrases_034.mp3,毎日本を読みます。,毎日本を読みます。,まいにち ほんを よみます。,I read books every day.
1197,N5 漢字フレーズ,35,n5-kanji-phrases_035.mp3,名前を書いてください。,名前を書いてください。,なまえを かいてください。,Please write your name.
1198,N5 漢字フレーズ,36,n5-kanji-phrases_036.mp3,パンを買いました。,パンを買いました。,ぱんを かいました。,I bought bread.
1199,N5 漢字フレーズ,37,n5-kanji-phrases_037.mp3,今何時ですか。,今何時ですか。,いま なんじですか。,What time is it now?
1200,N5 漢字フレーズ,38,n5-kanji-phrases_038.mp3,あと五分です。,あと五分です。,あと ごふんです。,Five more minutes.
1201,N5 漢字フレーズ,39,n5-kanji-phrases_039.mp3,七時半に起きます。,七時半に起きます。,しちじはんに おきます。,I get up at 7:30.
1202,N5 漢字フレーズ,40,n5-kanji-phrases_040.mp3,一人で旅行します。,一人で旅行します。,ひとりで りょこうします。,I travel alone.
1203,N5 漢字フレーズ,41,n5-kanji-phrases_041.mp3,二百円です。,二百円です。,にひゃくえんです。,It is 200 yen.
1204,N5 漢字フレーズ,42,n5-kanji-phrases_042.mp3,三月に卒業します。,三月に卒業します。,さんがつに そつぎょうします。,I will graduate in March.
1205,N5 漢字フレーズ,43,n5-kanji-phrases_043.mp3,四人家族です。,四人家族です。,よにんかぞくです。,We are a family of four.
1206,N5 漢字フレーズ,44,n5-kanji-phrases_044.mp3,五本あります。,五本あります。,ごほん あります。,There are five long objects.
1207,N5 漢字フレーズ,45,n5-kanji-phrases_045.mp3,六時に帰ります。,六時に帰ります。,ろくじに かえります。,I will go home at six.
1208,N5 漢字フレーズ,46,n5-kanji-phrases_046.mp3,七日から仕事です。,七日から仕事です。,なのかから しごとです。,Work starts on the seventh.
1209,N5 漢字フレーズ,47,n5-kanji-phrases_047.mp3,八ページを読んでください。,八ページを読んでください。,はちぺーじを よんでください。,Please read page 8.
1210,N5 漢字フレーズ,48,n5-kanji-phrases_048.mp3,九時に会いましょう。,九時に会いましょう。,くじに あいましょう。,Let's meet at 9 o'clock.
1211,N5 漢字フレーズ,49,n5-kanji-phrases_049.mp3,十分あります。,十分あります。,じゅっぷん あります。,There are ten minutes.
1212,N5 漢字フレーズ,50,n5-kanji-phrases_050.mp3,百円の水を買いました。,百円の水を買いました。,ひゃくえんの みずを かいました。,I bought 100-yen water.
1213,N5 漢字,1,n5-kanji_001.mp3,日,日,にち、じつ、ひ、び、か,"day, sun, Japan, counter for days"
1214,N5 漢字,2,n5-kanji_002.mp3,一,一,いち,one
1215,N5 漢字,3,n5-kanji_003.mp3,国,国,こく、くに,country
1216,N5 漢字,4,n5-kanji_004.mp3,人,人,じん、にん、ひと,person
1217,N5 漢字,5,n5-kanji_005.mp3,年,年,ねん、とし,"year, counter for years"
1218,N5 漢字,6,n5-kanji_006.mp3,大,大,だい、たい、おお（きい）,"large, big"
1219,N5 漢字,7,n5-kanji_007.mp3,十,十,じゅう、とお、と,"ten, 10"
1220,N5 漢字,8,n5-kanji_008.mp3,ニ,ニ,に、じ、ふた（つ）,"two, 2"
1221,N5 漢字,9,n5-kanji_009.mp3,本,本,ほん、もと,"book, present, true, counter for long cylindrical things"
1222,N5 漢字,10,n5-kanji_010.mp3,中,中,ちゅう、うち、あた（る）,"in, inside, middle, mean, center"
1223,N5 漢字,11,n5-kanji_011.mp3,長,長,ちょう、なが（い）、おさ,"long, leader, superior, senior"
1224,N5 漢字,12,n5-kanji_012.mp3,出,出,しゅつ、すい、で（る）、だ（す）、い（でる）,"exit, leave, go out"
1225,N5 漢字,13,n5-kanji_013.mp3,三,三,さん、み（っつ）,"three, 3"
1226,N5 漢字,14,n5-kanji_014.mp3,時,時,じ、とき、どき,"time, hour"
1227,N5 漢字,15,n5-kanji_015.mp3,行,行,こう、ぎょう、あん、い（く）、ゆ（く）、おこな（う）,"going, journey, carry out, line, row"
1228,N5 漢字,16,n5-kanji_016.mp3,見,見,けん、み（る）,"see, hopes, chances, idea, opinion, look at, visible"
1229,N5 漢字,17,n5-kanji_017.mp3,月,月,げつ、がつ、つき,"month, moon"
1230,N5 漢字,18,n5-kanji_018.mp3,分,分,ぶん、ふん、ぶ、わ（ける）,"part, minute of time, understand"
1231,N5 漢字,19,n5-kanji_019.mp3,後,後,ご、こう、のち、うし（ろ）、あと,"behind, back, later"
1232,N5 漢字,20,n5-kanji_020.mp3,前,前,ぜん、まえ,"in front, before"
1233,N5 漢字,21,n5-kanji_021.mp3,生,生,せい、しょう、い（きる）、う（む）、お（う）、は（える）、なま,"life, genuine, birth"
1234,N5 漢字,22,n5-kanji_022.mp3,五,五,ご,"five, 5"
1235,N5 漢字,23,n5-kanji_023.mp3,間,間,かん、けん、あいだ、ま、あい,"interval, space"
1236,N5 漢字,24,n5-kanji_024.mp3,上,上,じょう、しょう、しゃん、うえ、うわ、かみ、あ（げる）、のぼ（る）、たてまつ（る）,"above, up"
1237,N5 漢字,25,n5-kanji_025.mp3,東,東,とう、ひがし,east
1238,N5 漢字,26,n5-kanji_026.mp3,四,四,し、よ（っつ）、よん,"four, 4"
1239,N5 漢字,27,n5-kanji_027.mp3,今,今,こん、きん、いま,now; the present
1240,N5 漢字,28,n5-kanji_028.mp3,金,金,きん、こん、ごん、かね、かな~、~がね,gold
1241,N5 漢字,29,n5-kanji_029.mp3,九,九,きゅう、く、ここの（つ）,"nine, 9"
1242,N5 漢字,30,n5-kanji_030.mp3,入,入,にゅう、い（る）、はい（る）,"enter, insert"
1243,N5 漢字,31,n5-kanji_031.mp3,学,学,がく、まな（ぶ）,"study, learning, science"
1244,N5 漢字,32,n5-kanji_032.mp3,高,高,こう、たか（い）,"tall, high, expensive"
1245,N5 漢字,33,n5-kanji_033.mp3,円,円,えん、まる（い）,"circle, yen, round"
1246,N5 漢字,34,n5-kanji_034.mp3,子,子,し、す、つ、こ、ね,child
1247,N5 漢字,35,n5-kanji_035.mp3,外,外,がい、げ、そと、ほか、はず（す）、と~,outside
1248,N5 漢字,36,n5-kanji_036.mp3,八,八,はち、や（っつ）、よう,"eight, 8"
1249,N5 漢字,37,n5-kanji_037.mp3,六,六,ろく、む（っつ）、むい,"six, 6"
1250,N5 漢字,38,n5-kanji_038.mp3,下,下,か、げ、した、しも、さ（げる）、くだ（る）、お（ろす）,"below, down, descend, give, low, inferior"
1251,N5 漢字,39,n5-kanji_039.mp3,来,来,らい、たい、く（る）、きた（る）、き、こ,"come, due, next, cause, become"
1252,N5 漢字,40,n5-kanji_040.mp3,気,気,き、け、いき,"spirit, mind, air, atmosphere, mood"
1253,N5 漢字,41,n5-kanji_041.mp3,小,小,しょう、ちい（さい）、こ~、お~、さ~,"little, small"
1254,N5 漢字,42,n5-kanji_042.mp3,七,七,しち、なな（つ）なの,"seven, 7"
1255,N5 漢字,43,n5-kanji_043.mp3,山,山,さん、せん、やま,mountain
1256,N5 漢字,44,n5-kanji_044.mp3,話,話,わ、はな（す）、はなし,"tale, talk"
1257,N5 漢字,45,n5-kanji_045.mp3,女,女,じょ、おんな、め,"woman, female"
1258,N5 漢字,46,n5-kanji_046.mp3,北,北,ほく、きた,north
1259,N5 漢字,47,n5-kanji_047.mp3,午,午,ご、うま,"noon, sign of the horse"
1260,N5 漢字,48,n5-kanji_048.mp3,百,百,ひゃく、びゃく、もも,hundred
1261,N5 漢字,49,n5-kanji_049.mp3,書,書,しょ、か（く）,write
1262,N5 漢字,50,n5-kanji_050.mp3,先,先,せん、さき、ま（ず）,"before, ahead, previous, future, precedence"
1263,N5 漢字,51,n5-kanji_051.mp3,名,名,めい、みょう、な,"name, noted, distinguished, reputation"
1264,N5 漢字,52,n5-kanji_052.mp3,川,川,せん、かわ,"river, stream"
1265,N5 漢字,53,n5-kanji_053.mp3,千,千,せん、ち,thousand
1266,N5 漢字,54,n5-kanji_054.mp3,水,水,すい、みず,water
1267,N5 漢字,55,n5-kanji_055.mp3,半,半,はん、なか（ば）,"half, middle, odd number, semi-"
1268,N5 漢字,56,n5-kanji_056.mp3,男,男,だん、なん、おとこ、お,male; man
1269,N5 漢字,57,n5-kanji_057.mp3,西,西,せい、さい、にし,west
1270,N5 漢字,58,n5-kanji_058.mp3,電,電,でん,electricity; electric powered
1271,N5 漢字,59,n5-kanji_059.mp3,校,校,こう,"school, exam"
1272,N5 漢字,60,n5-kanji_060.mp3,語,語,ご、かた（る）,"word, speech, language"
1273,N5 漢字,61,n5-kanji_061.mp3,土,土,ど、と、つち,"soil, earth, ground"
1274,N5 漢字,62,n5-kanji_062.mp3,木,木,もく、ぼく、き、こ~,"tree, wood"
1275,N5 漢字,63,n5-kanji_063.mp3,聞,聞,ぶん、もん、き（く）,to hear; to listen; to ask
1276,N5 漢字,64,n5-kanji_064.mp3,食,食,しょく、じき、た（べる）、く（う）、は（む）,"eat, food"
1277,N5 漢字,65,n5-kanji_065.mp3,車,車,しゃ、くるま,"car, wheel"
1278,N5 漢字,66,n5-kanji_066.mp3,何,何,か、なに、なん,what
1279,N5 漢字,67,n5-kanji_067.mp3,南,南,なん、な、みなみ,south
1280,N5 漢字,68,n5-kanji_068.mp3,万,万,まん、ばん,"ten thousand, 10,000"
1281,N5 漢字,69,n5-kanji_069.mp3,毎,毎,まい、ごと（に）,every
1282,N5 漢字,70,n5-kanji_070.mp3,白,白,はく、びゃく、しろ,white
1283,N5 漢字,71,n5-kanji_071.mp3,天,天,てん、あまつ,"heavens, sky, imperial"
1284,N5 漢字,72,n5-kanji_072.mp3,母,母,ぼ、はは、かあ,mother
1285,N5 漢字,73,n5-kanji_073.mp3,火,火,か、ひ、~び、ほ~,fire
1286,N5 漢字,74,n5-kanji_074.mp3,右,右,う、ゆう、みぎ,right (direction)
1287,N5 漢字,75,n5-kanji_075.mp3,読,読,どく、とく、とう、よ（む）,to read
1288,N5 漢字,76,n5-kanji_076.mp3,友,友,ゆう、とも,friend
1289,N5 漢字,77,n5-kanji_077.mp3,左,左,さ、しゃ、ひだり,left
1290,N5 漢字,78,n5-kanji_078.mp3,休,休,きゅう、やす（む）,"rest, day off, retire, sleep"
1291,N5 漢字,79,n5-kanji_079.mp3,父,父,ふ、ちち、とう,father
1292,N5 漢字,80,n5-kanji_080.mp3,雨,雨,う、あめ、あま,rain
1293,100 Useful Phrases,1,phrases-100_001.mp3,お名前（なまえ）はなんですか,お名前はなんですか,,What is your name?
1294,100 Useful Phrases,2,phrases-100_002.mp3,XXです,XXです,,I'm XX
1295,100 Useful Phrases,3,phrases-100_003.mp3,出身（しゅっしん）はどこですか？,出身はどこですか？,,Where are you from?
1296,100 Useful Phrases,4,phrases-100_004.mp3,XX出身（しゅっしん）です,XX出身です,,I'm from XX
1297,100 Useful Phrases,5,phrases-100_005.mp3,どこに住（す）んでいますか,どこに住んでいますか,,Where do you live?
1298,100 Useful Phrases,6,phrases-100_006.mp3,XXに住（す）んでいます,XXに住んでいます,,I live in XX
1299,100 Useful Phrases,7,phrases-100_007.mp3,おはようございます,おはようございます,,Good morning
1300,100 Useful Phrases,8,phrases-100_008.mp3,こんにちは,こんにちは,,Hello
1301,100 Useful Phrases,9,phrases-100_009.mp3,こんばんは,こんばんは,,Good evening
1302,100 Useful Phrases,10,phrases-100_010.mp3,じゃあ、またね,じゃあ、またね,,See you
1303,100 Useful Phrases,11,phrases-100_011.mp3,ありがとうございます,ありがとうございます,,Thank you (polite)
1304,100 Useful Phrases,12,phrases-100_012.mp3,トイレはどこですか？,トイレはどこですか？,,Where is the toilet?
1305,100 Useful Phrases,13,phrases-100_013.mp3,お会計（かいけい）はどこですか？,お会計はどこですか？,,Where is the checkout?
1306,100 Useful Phrases,14,phrases-100_014.mp3,ここです,ここです,,It's here
1307,100 Useful Phrases,15,phrases-100_015.mp3,そこです,そこです,,It's right there
1308,100 Useful Phrases,16,phrases-100_016.mp3,あそこです,あそこです,,It's over there
1309,100 Useful Phrases,17,phrases-100_017.mp3,クレジットカードでお願（ねが）いします,クレジットカードでお願いします,,"By credit card, please."
1310,100 Useful Phrases,18,phrases-100_018.mp3,現金（げんきん）でお願（ねが）いします,現金でお願いします,,"In cash, please."
1311,100 Useful Phrases,19,phrases-100_019.mp3,おいしいです,おいしいです,,It's tasty.
1312,100 Useful Phrases,20,phrases-100_020.mp3,XXは、いくらですか？/なんえんですか？,XXは、いくらですか？/なんえんですか？,,How much is XX?
1313,100 Useful Phrases,21,phrases-100_021.mp3,1234円（えん）です,1234円です,,It's ￥1234
1314,100 Useful Phrases,22,phrases-100_022.mp3,せんにひゃくさんじゅうよえん です,せんにひゃくさんじゅうよえん です,,It's ￥1234
1315,100 Useful Phrases,23,phrases-100_023.mp3,ふくろをお願（ねが）いします,ふくろをお願いします,,"Can I get a bag, please?"
1316,100 Useful Phrases,24,phrases-100_024.mp3,英語（えいご）のメニューはありますか？,英語のメニューはありますか？,,Is there an English menu?
1317,100 Useful Phrases,25,phrases-100_025.mp3,大丈夫（だいじょうぶ）です,大丈夫です,,I'm good./ No thank you
1318,100 Useful Phrases,26,phrases-100_026.mp3,助（たす）けてください！,助けてください！,,"Help me, please"
1319,100 Useful Phrases,27,phrases-100_027.mp3,体調（たいちょう）が悪（わる）いです,体調が悪いです,,I'm not feeling good.
1320,100 Useful Phrases,28,phrases-100_028.mp3,XXを探（さが）しています,XXを探しています,,I'm looking for XX
1321,100 Useful Phrases,29,phrases-100_029.mp3,写真（しゃしん）を撮（と）ってもいいですか？,写真を撮ってもいいですか？,,Can I take a photo?
1322,100 Useful Phrases,30,phrases-100_030.mp3,ゆっくり話（はな）してください,ゆっくり話してください,,Can you please speak slowly?
1323,100 Useful Phrases,31,phrases-100_031.mp3,もう一度（いちど）お願（ねが）いします,もう一度お願いします,,"Can you say that again, please?"
1324,100 Useful Phrases,32,phrases-100_032.mp3,日本語（にほんご）がわかりません,日本語がわかりません,,I don't know Japanese
1325,100 Useful Phrases,33,phrases-100_033.mp3,英語（えいご）を話（はな）せますか？,英語を話せますか？,,Can you speak English?
1326,100 Useful Phrases,34,phrases-100_034.mp3,これは何（なん）ですか？,これは何ですか？,,What is this?
1327,100 Useful Phrases,35,phrases-100_035.mp3,レシートをください,レシートをください,,"Can I get the receipt, please?"
1328,100 Useful Phrases,36,phrases-100_036.mp3,病院（びょういん）はどこですか？,病院はどこですか？,,Where is the hospital/clinic?
1329,100 Useful Phrases,37,phrases-100_037.mp3,警察（けいさつ）を呼(よ)んでください,警察を呼んでください,,"Can you call the police, please?"
1330,100 Useful Phrases,38,phrases-100_038.mp3,チェックインをお願いします,チェックインをお願いします,,"Check-in, please."
1331,100 Useful Phrases,39,phrases-100_039.mp3,予約（よやく）しています,予約しています,,I have a reservation.
1332,100 Useful Phrases,40,phrases-100_040.mp3,ワイファイはありますか？,ワイファイはありますか？,,Do you have Wi-Fi?
1333,100 Useful Phrases,41,phrases-100_041.mp3,駅（えき）はどこですか？,駅はどこですか？,,Where is the station?
1334,100 Useful Phrases,42,phrases-100_042.mp3,この電車（でんしゃ）はXXに行（い）きますか？,この電車はXXに行きますか？,,Does this train go to XX?
1335,100 Useful Phrases,43,phrases-100_043.mp3,おすすめは何ですか？,おすすめは何ですか？,,What is your recommendation?
1336,100 Useful Phrases,44,phrases-100_044.mp3,持ち帰り（もちかえり）でお願（ねが）いします,持ち帰りでお願いします,,"Takeaway, please."
1337,100 Useful Phrases,45,phrases-100_045.mp3,XXのアレルギーがあります,XXのアレルギーがあります,,I have an allergy to XX.
1338,100 Useful Phrases,46,phrases-100_046.mp3,これ、ベジタリアンですか？,これ、ベジタリアンですか？,,Is this vegetarian?
1339,100 Useful Phrases,47,phrases-100_047.mp3,お元気（げんき）ですか,お元気ですか,,How are you?
1340,100 Useful Phrases,48,phrases-100_048.mp3,はい、げんきです。,はい、げんきです。,,"Yes, I'm fine."
1341,100 Useful Phrases,49,phrases-100_049.mp3,あなたは？,あなたは？,,How about you?
1342,100 Useful Phrases,50,phrases-100_050.mp3,いいえ、げんきじゃありません,いいえ、げんきじゃありません,,"No, I'm not fine."
1343,100 Useful Phrases,51,phrases-100_051.mp3,はじめまして,はじめまして,,Nice to meet you.
1344,100 Useful Phrases,52,phrases-100_052.mp3,何（なに）をしていますか,何をしていますか,,What are you doing?
1345,100 Useful Phrases,53,phrases-100_053.mp3,XXをしています,XXをしています,,I'm doing XX
1346,100 Useful Phrases,54,phrases-100_054.mp3,何（なに）をしましたか,何をしましたか,,What did you do?
1347,100 Useful Phrases,55,phrases-100_055.mp3,XXをしました,XXをしました,,I did XX
1348,100 Useful Phrases,56,phrases-100_056.mp3,趣味（しゅみ）はなんですか,趣味はなんですか,,What is your hobby?
1349,100 Useful Phrases,57,phrases-100_057.mp3,XXをすることです。,XXをすることです。,,Doing XX
1350,100 Useful Phrases,58,phrases-100_058.mp3,XXをしたことはありますか,XXをしたことはありますか,,Have you ever XX?
1351,100 Useful Phrases,59,phrases-100_059.mp3,XXしましたか,XXしましたか,,Did you XX?
1352,100 Useful Phrases,60,phrases-100_060.mp3,XXがすきですか？,XXがすきですか？,,Do you like XX?
1353,100 Useful Phrases,61,phrases-100_061.mp3,XXはどういう意味（いみ）ですか,XXはどういう意味ですか,,What does XX mean?
1354,100 Useful Phrases,62,phrases-100_062.mp3,XXはYYという意味（いみ）です。,XXはYYという意味です。,,XX means YY.
1355,100 Useful Phrases,63,phrases-100_063.mp3,XXができますか？,XXができますか？,,Can you do XX?
1356,100 Useful Phrases,64,phrases-100_064.mp3,XXに行きたいです。,XXに行きたいです。,,I want to go to XX
1357,100 Useful Phrases,65,phrases-100_065.mp3,XXにはどう(やって)行きますか？,XXにはどう行きますか？,,How do I go to XX?
1358,100 Useful Phrases,66,phrases-100_066.mp3,バスでXにいきます。,バスでXにいきます。,,I go to X by bus.
1359,100 Useful Phrases,67,phrases-100_067.mp3,Xは、どれですか,Xは、どれですか,,Which is X?
1360,100 Useful Phrases,68,phrases-100_068.mp3,Xは、いつですか,Xは、いつですか,,When is X?
1361,100 Useful Phrases,69,phrases-100_069.mp3,Xは、なんですか,Xは、なんですか,,What is X?
1362,100 Useful Phrases,70,phrases-100_070.mp3,Xは、どうしてですか,Xは、どうしてですか,,Why is X?
1363,100 Useful Phrases,71,phrases-100_071.mp3,Xは、どこですか?,Xは、どこですか?,,Where is X?
1364,100 Useful Phrases,72,phrases-100_072.mp3,どう(やって)Xしますか？,どうXしますか？,,How do you X?
1365,100 Useful Phrases,73,phrases-100_073.mp3,あれは、だれですか？,あれは、だれですか？,,Who is that?
1366,100 Useful Phrases,74,phrases-100_074.mp3,今(いま)、何時（なんじ）ですか,今、何時ですか,,What time is it?
1367,100 Useful Phrases,75,phrases-100_075.mp3,今（いま）は、午後X時Y分（ごごXじYふん）です,今は、午後X時Y分です,,It's X:Y pm
1368,100 Useful Phrases,76,phrases-100_076.mp3,午前（ごぜん）,午前,,Am
1369,100 Useful Phrases,77,phrases-100_077.mp3,午後（ごご）,午後,,Pm
1370,100 Useful Phrases,78,phrases-100_078.mp3,何時（なんじ）に閉（し）まりますか,何時に閉まりますか,,What time do you close?
1371,100 Useful Phrases,79,phrases-100_079.mp3,午後５時(ごごごじ)に閉（し）まります。,午後５時に閉まります。,,We close at 5pm
1372,100 Useful Phrases,80,phrases-100_080.mp3,今日（きょう）は、何日（なんにち）ですか,今日は、何日ですか,,What date is it today?
1373,100 Useful Phrases,81,phrases-100_081.mp3,２０２５年５月１５日,２０２５年５月１５日,,15 May 2025.
1374,100 Useful Phrases,82,phrases-100_082.mp3,ni sen ni juu go nen go gatsu juu go,ni sen ni juu go nen go gatsu juu go,,15 May 2025.
1375,100 Useful Phrases,83,phrases-100_083.mp3,今日（きょう）は、何曜日（なんようび）ですか,今日は、何曜日ですか,,What day is it today?
1376,100 Useful Phrases,84,phrases-100_084.mp3,日曜日（にちようび）です,日曜日です,,It's Sunday
1377,100 Useful Phrases,85,phrases-100_085.mp3,☆Xようび,Xようび,,It's Sunday
1378,100 Useful Phrases,86,phrases-100_086.mp3,少（すこ）し暑（あつ）いです,少し暑いです,,It's a bit hot
1379,100 Useful Phrases,87,phrases-100_087.mp3,とても寒（さむ）いです,とても寒いです,,It's very cold
1380,100 Useful Phrases,88,phrases-100_088.mp3,旅行（りょこう）をします,旅行をします,,I travel/ I will travel
1381,100 Useful Phrases,89,phrases-100_089.mp3,旅行（りょこう）をしています,旅行をしています,,I'm traveling
1382,100 Useful Phrases,90,phrases-100_090.mp3,旅行（りょこう）をしました,旅行をしました,,I traveled
1383,100 Useful Phrases,91,phrases-100_091.mp3,旅行（りょこう）をしていました,旅行をしていました,,I was traveling
1384,100 Useful Phrases,92,phrases-100_092.mp3,旅行（りょこう）をしません,旅行をしません,,I don't travel/ I will not travel
1385,100 Useful Phrases,93,phrases-100_093.mp3,旅行（りょこう）をしていません,旅行をしていません,,I'm not traveling
1386,100 Useful Phrases,94,phrases-100_094.mp3,旅行（りょこう）をしませんでした,旅行をしませんでした,,I didn't travel
1387,100 Useful Phrases,95,phrases-100_095.mp3,旅行（りょこう）をしていませんでした,旅行をしていませんでした,,I wasn't traveling
1388,100 Useful Phrases,96,phrases-100_096.mp3,仕事（しごと）をする,仕事をする,,I work/ I will work
1389,100 Useful Phrases,97,phrases-100_097.mp3,（わたしは）嬉（うれ）しいです,嬉しいです,,I'm happy
1390,100 Useful Phrases,98,phrases-100_098.mp3,（わたしは）悲（かな）しいです,悲しいです,,I'm sad
1391,100 Useful Phrases,99,phrases-100_099.mp3,（あなたは）怒（おこ）っています,怒っています,,You are mad
1392,100 Useful Phrases,100,phrases-100_100.mp3,良（い）いですね！,良いですね！,,Good!
1393,100 Useful Phrases,101,phrases-100_101.mp3,素敵（すてき）ですね！,素敵ですね！,,Nice! Sweet!
1394,100 Useful Phrases,102,phrases-100_102.mp3,すごい！,すごい！,,Great! Amazing!
1395,100 Useful Phrases,103,phrases-100_103.mp3,Xが大好（だいす）きです！,Xが大好きです！,,I love X
1396,100 Useful Phrases,104,phrases-100_104.mp3,Xはあまり好きじゃありません,Xはあまり好きじゃありません,,I don't really like X
1397,100 Useful Phrases,105,phrases-100_105.mp3,どのくらいですか？,どのくらいですか？,,"How much? (quantity, weight, price)"
1398,100 Useful Phrases,106,phrases-100_106.mp3,How long ?(duration),How long ?,,Where is X?
1399,100 Useful Phrases,107,phrases-100_107.mp3,Xは、どこですか,Xは、どこですか,,Where is X?
1400,100 Useful Phrases,108,phrases-100_108.mp3,XXくらいです,XXくらいです,,About XX
1401,100 Useful Phrases,109,phrases-100_109.mp3,Xが得意（とくい）です,Xが得意です,,I'm good at X
1402,100 Useful Phrases,110,phrases-100_110.mp3,Xが苦手（にがて）です,Xが苦手です,,I'm not good at X
1403,100 Useful Phrases,111,phrases-100_111.mp3,Xが食（た）べられません,Xが食べられません,,I can't eat X
1404,100 Useful Phrases,112,phrases-100_112.mp3,試食（ししょく）してもいいですか？,試食してもいいですか？,,Can I have a tasting?
1405,100 Useful Phrases,113,phrases-100_113.mp3,試着（しちゃく）してもいいですか？,試着してもいいですか？,,Can I try it on?
1406,100 Useful Phrases,114,phrases-100_114.mp3,アルコールが入（はい）っていますか？,アルコールが入っていますか？,,Does this have alcohol in it?
1407,100 Useful Phrases,115,phrases-100_115.mp3,これはお酒（さけ）ですか？,これはお酒ですか？,,Is this alcohol?
1408,100 Useful Phrases,116,phrases-100_116.mp3,Xは日本語（にほんご）でなんと言（い）いますか,Xは日本語でなんと言いますか,,How do you say X in Japanese?
1409,100 Useful Phrases,117,phrases-100_117.mp3,連絡先（れんらくさき）を交換（こうかん）しましょう,連絡先を交換しましょう,,Let's exchange contact information.
1410,100 Useful Phrases,118,phrases-100_118.mp3,Instagramをしていますか？,Instagramをしていますか？,,Do you have Instagram?
1411,100 Useful Phrases,119,phrases-100_119.mp3,また会（あ）いましょう,また会いましょう,,See you again.
1412,100 Useful Phrases,120,phrases-100_120.mp3,お元気（げんき）で,お元気で,,Take care(Focus on health and well-being.)
1413,100 Useful Phrases,121,phrases-100_121.mp3,気（き）をつけてください,気をつけてください,,Take care(Focus on safety and caution.)
1414,100 Useful Phrases,122,phrases-100_122.mp3,彼女（かのじょ）は私（わたし）にXしてくれる,彼女は私にXしてくれる,,"She does X for me, (which I really appreciate.)"
1415,数字,1,suuji_001.mp3,1,1,,いち
1416,数字,2,suuji_002.mp3,2,2,,に
1417,数字,3,suuji_003.mp3,３,３,,さん
1418,数字,4,suuji_004.mp3,４,４,,よん・し・よ
1419,数字,5,suuji_005.mp3,５,５,,ご
1420,数字,6,suuji_006.mp3,６,６,,ろく
1421,数字,7,suuji_007.mp3,７,７,,なな・しち
1422,数字,8,suuji_008.mp3,８,８,,はち
1423,数字,9,suuji_009.mp3,９,９,,きゅう・く
1424,数字,10,suuji_010.mp3,１０,１０,,じゅう
1425,数字,11,suuji_011.mp3,１１,１１,,じゅういち
1426,数字,12,suuji_012.mp3,１２,１２,,じゅうに
1427,数字,13,suuji_013.mp3,１３,１３,,じゅうさん
1428,数字,14,suuji_014.mp3,１４,１４,,じゅうよん
1429,数字,15,suuji_015.mp3,１５,１５,,じゅうご
1430,数字,16,suuji_016.mp3,１６,１６,,じゅうろく
1431,数字,17,suuji_017.mp3,１７,１７,,じゅうなな
1432,数字,18,suuji_018.mp3,１８,１８,,じゅうはち
1433,数字,19,suuji_019.mp3,１９,１９,,じゅうきゅう・じゅうく
1434,数字,20,suuji_020.mp3,２０,２０,,にじゅう
1435,数字,21,suuji_021.mp3,３０,３０,,さんじゅう
1436,数字,22,suuji_022.mp3,４０,４０,,よんじゅう
1437,数字,23,suuji_023.mp3,５０,５０,,ごじゅう
1438,数字,24,suuji_024.mp3,６０,６０,,ろくじゅう
1439,数字,25,suuji_025.mp3,７０,７０,,ななじゅう
1440,数字,26,suuji_026.mp3,８０,８０,,はちじゅう
1441,数字,27,suuji_027.mp3,９０,９０,,きゅうじゅう
1442,数字,28,suuji_028.mp3,１００,１００,,ひゃく
1443,数字,29,suuji_029.mp3,２００,２００,,にひゃく
1444,数字,30,suuji_030.mp3,３００,３００,,さんびゃく
1445,数字,31,suuji_031.mp3,４００,４００,,よんひゃく
1446,数字,32,suuji_032.mp3,５００,５００,,ごひゃく
1447,数字,33,suuji_033.mp3,６００,６００,,ろっぴゃく
1448,数字,34,suuji_034.mp3,７００,７００,,ななひゃく
1449,数字,35,suuji_035.mp3,８００,８００,,はっぴゃく
1450,数字,36,suuji_036.mp3,９００,９００,,きゅうひゃく
1451,数字,37,suuji_037.mp3,１０００,１０００,,せん
1452,数字,38,suuji_038.mp3,２０００,２０００,,にせん
1453,数字,39,suuji_039.mp3,３０００,３０００,,さんぜん
1454,数字,40,suuji_040.mp3,４０００,４０００,,よんせん
1455,数字,41,suuji_041.mp3,５０００,５０００,,ごせん
1456,数字,42,suuji_042.mp3,６０００,６０００,,ろくせん
1457,数字,43,suuji_043.mp3,７０００,７０００,,ななせん
1458,数字,44,suuji_044.mp3,８０００,８０００,,はっせん
1459,数字,45,suuji_045.mp3,９０００,９０００,,きゅうせん
1460,数字,46,suuji_046.mp3,１００００,１００００,,いちまん
1461,数字,47,suuji_047.mp3,２００００,２００００,,にまん
1462,数字,48,suuji_048.mp3,３００００,３００００,,さんまん
1463,数字,49,suuji_049.mp3,４００００,４００００,,よんまん
1464,数字,50,suuji_050.mp3,５００００,５００００,,ごまん
