No,デッキ,デッキ内番号,ファイル名,表示語句(front),収録テキスト,読み(参考),意味(参考)
259,Genki I 単語 ①,259,genki1-vocab-1_259.mp3,おみやげ,おみやげ,omiyage,souvenir
260,Genki I 単語 ①,260,genki1-vocab-1_260.mp3,バス,バス,basu,bus
261,Genki I 単語 ①,261,genki1-vocab-1_261.mp3,てんき,てんき,tenki,weather
262,Genki I 単語 ①,262,genki1-vocab-1_262.mp3,しゅくだい,しゅくだい,shukudai,homework
263,Genki I 単語 ①,263,genki1-vocab-1_263.mp3,テスト,テスト,tesuto,test
264,Genki I 単語 ①,264,genki1-vocab-1_264.mp3,たんじょうび,たんじょうび,tanjoubi,birthday
265,Genki I 単語 ①,265,genki1-vocab-1_265.mp3,へや,へや,heya,room
266,Genki I 単語 ①,266,genki1-vocab-1_266.mp3,ぼく/わたし,ぼく/わたし,boku/watashi,I
267,Genki I 単語 ①,267,genki1-vocab-1_267.mp3,Lサイズ,Lサイズ,eru saizu,size L
268,Genki I 単語 ①,268,genki1-vocab-1_268.mp3,あたらしい,あたらしい,atarashii,new
269,Genki I 単語 ①,269,genki1-vocab-1_269.mp3,ふるい,ふるい,hurui,old
270,Genki I 単語 ①,270,genki1-vocab-1_270.mp3,あつい,あつい,atsui,hot
271,Genki I 単語 ①,271,genki1-vocab-1_271.mp3,さむい,さむい,samui,cold (weather - not used for things)
272,Genki I 単語 ①,272,genki1-vocab-1_272.mp3,いそがしい,いそがしい,isogashii,busy (people/days)
273,Genki I 単語 ①,273,genki1-vocab-1_273.mp3,おおきい,おおきい,ookii,"large, big"
274,Genki I 単語 ①,274,genki1-vocab-1_274.mp3,ちいさい,ちいさい,chiisai,"small, little"
275,Genki I 単語 ①,275,genki1-vocab-1_275.mp3,おもしろい,おもしろい,omoshiroi,interesting; funny
276,Genki I 単語 ①,276,genki1-vocab-1_276.mp3,つまらない,つまらない,tsumaranai,boring
277,Genki I 単語 ①,277,genki1-vocab-1_277.mp3,やさしい,やさしい,yasashii,kind
278,Genki I 単語 ①,278,genki1-vocab-1_278.mp3,かんたん,かんたん,kan tan,easy
279,Genki I 単語 ①,279,genki1-vocab-1_279.mp3,むずかしい,むずかしい,muzukashii,difficult
280,Genki I 単語 ①,280,genki1-vocab-1_280.mp3,こわい,こわい,kowai,scary
281,Genki I 単語 ①,281,genki1-vocab-1_281.mp3,たのしい,たのしい,tanoshii,fun
282,Genki I 単語 ①,282,genki1-vocab-1_282.mp3,すき,すき,suki,to like
283,Genki I 単語 ①,283,genki1-vocab-1_283.mp3,きらい,きらい,kirai,dislike
284,Genki I 単語 ①,284,genki1-vocab-1_284.mp3,だいすき,だいすき,daisuki,to like very much; to love
285,Genki I 単語 ①,285,genki1-vocab-1_285.mp3,だいきらい,だいきらい,daikirai,to hate
286,Genki I 単語 ①,286,genki1-vocab-1_286.mp3,きれい,きれい,kirei,beautiful; clean
287,Genki I 単語 ①,287,genki1-vocab-1_287.mp3,げんき,げんき,genki,"fine, healthy"
288,Genki I 単語 ①,288,genki1-vocab-1_288.mp3,しずか,しずか,shizuka,quiet
289,Genki I 単語 ①,289,genki1-vocab-1_289.mp3,にぎやか,にぎやか,nigiyaka,"lively, bustling"
290,Genki I 単語 ①,290,genki1-vocab-1_290.mp3,ひま,ひま,hima,not busy; free (time)
291,Genki I 単語 ①,291,genki1-vocab-1_291.mp3,およぐ,およぐ,oyogu,to swim(dictionary form)
292,Genki I 単語 ①,292,genki1-vocab-1_292.mp3,のる,のる,noru,to ride; to board(dictionary form)
293,Genki I 単語 ①,293,genki1-vocab-1_293.mp3,やる,やる,yaru,to do
294,Genki I 単語 ①,294,genki1-vocab-1_294.mp3,でかける,でかける,dekakeru,to go out(dictionary form)
295,Genki I 単語 ①,295,genki1-vocab-1_295.mp3,いっしょに,いっしょに,isshoni,together
296,Genki I 単語 ①,296,genki1-vocab-1_296.mp3,すごく/とても,すごく/とても,sugoku/totemo,extremely/ very
297,Genki I 単語 ①,297,genki1-vocab-1_297.mp3,どんな,どんな,don na,what kind of~
298,Genki I 単語 ①,298,genki1-vocab-1_298.mp3,1まい,1まい,ichi mai,counter for flat object
299,Genki I 単語 ①,299,genki1-vocab-1_299.mp3,かんじ,かんじ,kanji,kanji; Chinese character
300,Genki I 単語 ①,300,genki1-vocab-1_300.mp3,きょうかしょ,きょうかしょ,kyoukasho,textbook
301,Genki I 単語 ①,301,genki1-vocab-1_301.mp3,ページ,ページ,peeji,page
302,Genki I 単語 ①,302,genki1-vocab-1_302.mp3,つぎ,つぎ,tsugi,next
303,Genki I 単語 ①,303,genki1-vocab-1_303.mp3,おかね,おかね,okane,money
304,Genki I 単語 ①,304,genki1-vocab-1_304.mp3,にもつ,にもつ,nimotsu,"baggage, luggage"
305,Genki I 単語 ①,305,genki1-vocab-1_305.mp3,パソコン,パソコン,pasokon,personal computer/PC
306,Genki I 単語 ①,306,genki1-vocab-1_306.mp3,シャワー,シャワー,shawaa,shower
307,Genki I 単語 ①,307,genki1-vocab-1_307.mp3,エアコン,エアコン,eakon,air conditioner
308,Genki I 単語 ①,308,genki1-vocab-1_308.mp3,でんしゃ,でんしゃ,densha,train
309,Genki I 単語 ①,309,genki1-vocab-1_309.mp3,くに,くに,kuni,country
310,Genki I 単語 ①,310,genki1-vocab-1_310.mp3,よる,よる,yoru,night
311,Genki I 単語 ①,311,genki1-vocab-1_311.mp3,たいへん,たいへん,taihen,tough (situation)
312,Genki I 単語 ①,312,genki1-vocab-1_312.mp3,あそぶ,あそぶ,asobu,to play(dictionary form)
313,Genki I 単語 ①,313,genki1-vocab-1_313.mp3,いそぐ,いそぐ,isogu,to hurry(dictionary form)
314,Genki I 単語 ①,314,genki1-vocab-1_314.mp3,かえす,かえす,kaesu,to return (a thing)(dictionary form)
315,Genki I 単語 ①,315,genki1-vocab-1_315.mp3,けす,けす,kesu,to turn off; to erase(dictionary form)
316,Genki I 単語 ①,316,genki1-vocab-1_316.mp3,しぬ,しぬ,shinu,to die(dictionary form)
317,Genki I 単語 ①,317,genki1-vocab-1_317.mp3,すわる,すわる,suwaru,to sit down(dictionary form)
318,Genki I 単語 ①,318,genki1-vocab-1_318.mp3,たつ,たつ,tatsu,to stand up(dictionary form)
319,Genki I 単語 ①,319,genki1-vocab-1_319.mp3,たばこをすう,たばこをすう,tabako wo suu,to smoke
320,Genki I 単語 ①,320,genki1-vocab-1_320.mp3,つかう,つかう,tsukau,to use(dictionary form)
321,Genki I 単語 ①,321,genki1-vocab-1_321.mp3,てつだう,てつだう,tetsudau,to help(dictionary form)
322,Genki I 単語 ①,322,genki1-vocab-1_322.mp3,はいる,はいる,hairu,to enter(dictionary form)
323,Genki I 単語 ①,323,genki1-vocab-1_323.mp3,もつ,もつ,motsu,to carry; to hold(dictionary form)
324,Genki I 単語 ①,324,genki1-vocab-1_324.mp3,やすむ,やすむ,yasumu,to be absent (from...); to rest(dictionary form)
325,Genki I 単語 ①,325,genki1-vocab-1_325.mp3,あける,あける,akeru,to open (something)(dictionary form)
326,Genki I 単語 ①,326,genki1-vocab-1_326.mp3,しめる,しめる,shimeru,to close(something)(dictionary form)
327,Genki I 単語 ①,327,genki1-vocab-1_327.mp3,おしえる,おしえる,oshieru,to teach(dictionary form)
328,Genki I 単語 ①,328,genki1-vocab-1_328.mp3,わすれる,わすれる,wasureru,to forget; to leave behind(dictionary form)
329,Genki I 単語 ①,329,genki1-vocab-1_329.mp3,おりる,おりる,oriru,to get off(dictionary form)
330,Genki I 単語 ①,330,genki1-vocab-1_330.mp3,かりる,かりる,kariru,to borrow(dictionary form)
331,Genki I 単語 ①,331,genki1-vocab-1_331.mp3,シャワーをあびる,シャワーをあびる,shawaa wo abiru,to take a shower
332,Genki I 単語 ①,332,genki1-vocab-1_332.mp3,つける,つける,tsukeru,to turn on(dictionary form)
333,Genki I 単語 ①,333,genki1-vocab-1_333.mp3,でんわする,でんわする,denwa suru,to call(dictionary form)
334,Genki I 単語 ①,334,genki1-vocab-1_334.mp3,つれてくる,つれてくる,tsurete kuru,to bring (a person)(dictionary form)
335,Genki I 単語 ①,335,genki1-vocab-1_335.mp3,もってくる,もってくる,mottekuru,to bring (a thing)(dictionary form)
336,Genki I 単語 ①,336,genki1-vocab-1_336.mp3,あとで,あとで,atode,later on
337,Genki I 単語 ①,337,genki1-vocab-1_337.mp3,すぐ,すぐ,sugu,right away
338,Genki I 単語 ①,338,genki1-vocab-1_338.mp3,ゆっくり,ゆっくり,yukkuri,slowly
339,Genki I 単語 ①,339,genki1-vocab-1_339.mp3,けっこうです,けっこうです,kekkou desu,"No, thank you."
340,Genki I 単語 ①,340,genki1-vocab-1_340.mp3,ほんとう？,ほんとう？,hontou?,Really?
341,Genki I 単語 ①,341,genki1-vocab-1_341.mp3,まっすぐいく,まっすぐいく,massugu iku,to go straight
342,Genki I 単語 ①,342,genki1-vocab-1_342.mp3,ひだりにまがる,ひだりにまがる,hidari ni magaru,turn left
343,Genki I 単語 ①,343,genki1-vocab-1_343.mp3,みぎにまがる,みぎにまがる,migi ni magaru,turn right
344,Genki I 単語 ①,344,genki1-vocab-1_344.mp3,みちをわたる,みちをわたる,michi wo wataru,to cross the street
345,Genki I 単語 ①,345,genki1-vocab-1_345.mp3,ふたつめの かど,ふたつめの かど,hutatsume no kado,the second corner
346,Genki I 単語 ①,346,genki1-vocab-1_346.mp3,ひとつめの しんごう,ひとつめの しんごう,hitotsume no shingou,the first traffic light
347,Genki I 単語 ①,347,genki1-vocab-1_347.mp3,みちのみぎがわ,みちのみぎがわ,michi no migigawa,right side of the street
348,Genki I 単語 ①,348,genki1-vocab-1_348.mp3,みちのひだりがわ,みちのひだりがわ,michi no hidari gawa,left side of the street
349,Genki I 単語 ①,349,genki1-vocab-1_349.mp3,きた,きた,kita,north
350,Genki I 単語 ①,350,genki1-vocab-1_350.mp3,みなみ,みなみ,minami,south
351,Genki I 単語 ①,351,genki1-vocab-1_351.mp3,にし,にし,nishi,west
352,Genki I 単語 ①,352,genki1-vocab-1_352.mp3,ひがし,ひがし,higashi,east
353,Genki I 単語 ①,353,genki1-vocab-1_353.mp3,かぞく,かぞく,kazoku,family
354,Genki I 単語 ①,354,genki1-vocab-1_354.mp3,おじいさん,おじいさん,ojiisan,grandfather; old man
355,Genki I 単語 ①,355,genki1-vocab-1_355.mp3,おばあさん,おばあさん,obaasan,grandmother; old woman
356,Genki I 単語 ①,356,genki1-vocab-1_356.mp3,ちち,ちち,chichi,(my) father
357,Genki I 単語 ①,357,genki1-vocab-1_357.mp3,はは,はは,haha,(my)mother
358,Genki I 単語 ①,358,genki1-vocab-1_358.mp3,あに,あに,ani,(my) older brother
359,Genki I 単語 ①,359,genki1-vocab-1_359.mp3,あね,あね,ane,(my) sister
360,Genki I 単語 ①,360,genki1-vocab-1_360.mp3,きょうだい,きょうだい,kyoudai,siblings
361,Genki I 単語 ①,361,genki1-vocab-1_361.mp3,３にんきょうだい,３にんきょうだい,san nin kyoudai,3 siblings (including me)
362,Genki I 単語 ①,362,genki1-vocab-1_362.mp3,りょうしん,りょうしん,ryoushin,parents
363,Genki I 単語 ①,363,genki1-vocab-1_363.mp3,おとこのひと,おとこのひと,otoko no hito,man
364,Genki I 単語 ①,364,genki1-vocab-1_364.mp3,おんなのひと,おんなのひと,onna no hito,woman
365,Genki I 単語 ①,365,genki1-vocab-1_365.mp3,かいしゃ,かいしゃ,kaisha,company
366,Genki I 単語 ①,366,genki1-vocab-1_366.mp3,しょくどう,しょくどう,shokudou,cafeteria
367,Genki I 単語 ①,367,genki1-vocab-1_367.mp3,デパート,デパート,depaato,department store
368,Genki I 単語 ①,368,genki1-vocab-1_368.mp3,かみ,かみ,kami,"paper, god, hair"
369,Genki I 単語 ①,369,genki1-vocab-1_369.mp3,くち,くち,kuchi,mouth
370,Genki I 単語 ①,370,genki1-vocab-1_370.mp3,め,め,me,eyes
371,Genki I 単語 ①,371,genki1-vocab-1_371.mp3,めがね,めがね,megane,glasses
372,Genki I 単語 ①,372,genki1-vocab-1_372.mp3,うた,うた,uta,song
373,Genki I 単語 ①,373,genki1-vocab-1_373.mp3,サークル,サークル,saakuru,club activity
374,Genki I 単語 ①,374,genki1-vocab-1_374.mp3,くるま,くるま,kuruma,"car, vehicle"
375,Genki I 単語 ①,375,genki1-vocab-1_375.mp3,ながい,ながい,nagai,long
376,Genki I 単語 ①,376,genki1-vocab-1_376.mp3,みじかい,みじかい,mijikai,short
377,Genki I 単語 ①,377,genki1-vocab-1_377.mp3,せがたかい,せがたかい,se ga takai,tall (height)
378,Genki I 単語 ①,378,genki1-vocab-1_378.mp3,せがひくい,せがひくい,se ga hikui,short (height)
379,Genki I 単語 ①,379,genki1-vocab-1_379.mp3,かわいい,かわいい,kawaii,cute
380,Genki I 単語 ①,380,genki1-vocab-1_380.mp3,しんせつ,しんせつ,shinsetsu,kind
381,Genki I 単語 ①,381,genki1-vocab-1_381.mp3,べんり,べんり,benri,convenient
382,Genki I 単語 ①,382,genki1-vocab-1_382.mp3,うたう,うたう,utau,to sing(dictionary form)
383,Genki I 単語 ①,383,genki1-vocab-1_383.mp3,かぶる,かぶる,kaburu,to put on (a hat)(dictionary form)
384,Genki I 単語 ①,384,genki1-vocab-1_384.mp3,はく,はく,haku,to put on (items below your waist)(dictionary form)
385,Genki I 単語 ①,385,genki1-vocab-1_385.mp3,しる,しる,shiru,to know(dictionary form)
386,Genki I 単語 ①,386,genki1-vocab-1_386.mp3,しっています,しっています,shitteimasu,I know
387,Genki I 単語 ①,387,genki1-vocab-1_387.mp3,しりません,しりません,shirimasen,I don't know
388,Genki I 単語 ①,388,genki1-vocab-1_388.mp3,すむ,すむ,sumu,to live(dictionary form)
389,Genki I 単語 ①,389,genki1-vocab-1_389.mp3,はたらく,はたらく,hataraku,to work
390,Genki I 単語 ①,390,genki1-vocab-1_390.mp3,ふとる,ふとる,hutoru,to gain weight(dictionary form)
391,Genki I 単語 ①,391,genki1-vocab-1_391.mp3,ふとっています,ふとっています,hutotte imasu,to be on the heavy side; overweight
392,Genki I 単語 ①,392,genki1-vocab-1_392.mp3,きる,きる,kiru,to wear(dictionary form)
393,Genki I 単語 ①,393,genki1-vocab-1_393.mp3,やせる,やせる,yaseru,to lose weight
394,Genki I 単語 ①,394,genki1-vocab-1_394.mp3,やせています,やせています,yaseteimasu,to be thin
395,Genki I 単語 ①,395,genki1-vocab-1_395.mp3,けっこんする,けっこんする,kekkon suru,to get married
396,Genki I 単語 ①,396,genki1-vocab-1_396.mp3,～が、,～が、,～ga、,"~ but, ~"
397,Genki I 単語 ①,397,genki1-vocab-1_397.mp3,なにも+negative,なにも+negative,nanimo+negative,not.......anything
398,Genki I 単語 ①,398,genki1-vocab-1_398.mp3,ひとり/ふたり,ひとり/ふたり,hitori/hutari,one person/ two people
399,Genki I 単語 ①,399,genki1-vocab-1_399.mp3,～にん,～にん,～nin,counter for people
400,Genki I 単語 ①,400,genki1-vocab-1_400.mp3,とくに+negative,とくに+negative,tokuni+negative,nothing in particular
401,Genki I 単語 ①,401,genki1-vocab-1_401.mp3,もちろん,もちろん,mochiron,of course
402,Genki I 単語 ①,402,genki1-vocab-1_402.mp3,よかったら,よかったら,yokattara,if you like
403,Genki I 単語 ①,403,genki1-vocab-1_403.mp3,ゆび,ゆび,yubi,"fingers, toes"
404,Genki I 単語 ①,404,genki1-vocab-1_404.mp3,は,は,ha,"tooth, teeth"
405,Genki I 単語 ①,405,genki1-vocab-1_405.mp3,て,て,te,hand
406,Genki I 単語 ①,406,genki1-vocab-1_406.mp3,まゆげ,まゆげ,mayuge,eyebrow
407,Genki I 単語 ①,407,genki1-vocab-1_407.mp3,あたま,あたま,atama,head
408,Genki I 単語 ①,408,genki1-vocab-1_408.mp3,かお,かお,kao,face
409,Genki I 単語 ①,409,genki1-vocab-1_409.mp3,かた,かた,kata,shoulder
410,Genki I 単語 ①,410,genki1-vocab-1_410.mp3,むね,むね,mune,"chest, breast"
411,Genki I 単語 ①,411,genki1-vocab-1_411.mp3,せなか,せなか,senaka,back of body
412,Genki I 単語 ①,412,genki1-vocab-1_412.mp3,おしり,おしり,oshiri,butt
413,Genki I 単語 ①,413,genki1-vocab-1_413.mp3,おなか,おなか,onaka,stomach
414,Genki I 単語 ②,1,genki1-vocab-2_001.mp3,はれ,はれ,hare,sunny
415,Genki I 単語 ②,2,genki1-vocab-2_002.mp3,あめ,あめ,ame,"rain, rainy, candy"
416,Genki I 単語 ②,3,genki1-vocab-2_003.mp3,くもり,くもり,kumori,cloudy
417,Genki I 単語 ②,4,genki1-vocab-2_004.mp3,ゆき,ゆき,yuki,snow
418,Genki I 単語 ②,5,genki1-vocab-2_005.mp3,てんきよほう,てんきよほう,tenki yohou,weather forecast
419,Genki I 単語 ②,6,genki1-vocab-2_006.mp3,きおん,きおん,kion,temperature
420,Genki I 単語 ②,7,genki1-vocab-2_007.mp3,なつ,なつ,natsu,summer
421,Genki I 単語 ②,8,genki1-vocab-2_008.mp3,ふゆ,ふゆ,huyu,winter
422,Genki I 単語 ②,9,genki1-vocab-2_009.mp3,つき,つき,tsuki,"month in general, moon"
423,Genki I 単語 ②,10,genki1-vocab-2_010.mp3,こんげつ,こんげつ,kongetsu,this month
424,Genki I 単語 ②,11,genki1-vocab-2_011.mp3,せんげつ,せんげつ,sengetsu,last month
425,Genki I 単語 ②,12,genki1-vocab-2_012.mp3,らいげつ,らいげつ,raigetsu,next month
426,Genki I 単語 ②,13,genki1-vocab-2_013.mp3,しごと,しごと,shigoto,"work, job"
427,Genki I 単語 ②,14,genki1-vocab-2_014.mp3,カメラ,カメラ,kamera,camera
428,Genki I 単語 ②,15,genki1-vocab-2_015.mp3,カラオケ,カラオケ,karaoke,karaoke
429,Genki I 単語 ②,16,genki1-vocab-2_016.mp3,ところ,ところ,tokoro,place
430,Genki I 単語 ②,17,genki1-vocab-2_017.mp3,トマト,トマト,tomato,tomato
431,Genki I 単語 ②,18,genki1-vocab-2_018.mp3,はし,はし,hashi,"chopsticks, bridge"
432,Genki I 単語 ②,19,genki1-vocab-2_019.mp3,パーティー,パーティー,paatii,party
433,Genki I 単語 ②,20,genki1-vocab-2_020.mp3,バーベキュー,バーベキュー,baabekyuu,barbecue (BBQ)
434,Genki I 単語 ②,21,genki1-vocab-2_021.mp3,ホームステイ,ホームステイ,hoomusutei,homestay
435,Genki I 単語 ②,22,genki1-vocab-2_022.mp3,おふろ,おふろ,ohuro,bath
436,Genki I 単語 ②,23,genki1-vocab-2_023.mp3,スペイン,スペイン,supein,Spain
437,Genki I 単語 ②,24,genki1-vocab-2_024.mp3,なにか,なにか,nanika,something
438,Genki I 単語 ②,25,genki1-vocab-2_025.mp3,じょうずな,じょうずな,jouzuna,skillful; good at...
439,Genki I 単語 ②,26,genki1-vocab-2_026.mp3,へたな,へたな,hetana,clumsy; poor at...
440,Genki I 単語 ②,27,genki1-vocab-2_027.mp3,ゆうめい,ゆうめい,yuumei,famous
441,Genki I 単語 ②,28,genki1-vocab-2_028.mp3,あらう,あらう,arau,to wash (dictionary form)
442,Genki I 単語 ②,29,genki1-vocab-2_029.mp3,いう,いう,iu,"to say, to tell(dictionary form)"
443,Genki I 単語 ②,30,genki1-vocab-2_030.mp3,おそくなる,おそくなる,osoku naru,to be late
444,Genki I 単語 ②,31,genki1-vocab-2_031.mp3,おふろにはいる,おふろにはいる,ohuroni hairu,to take a bath
445,Genki I 単語 ②,32,genki1-vocab-2_032.mp3,おもう,おもう,omou,to think(dictionary form)
446,Genki I 単語 ②,33,genki1-vocab-2_033.mp3,きる,きる,kiru,to cut(dictionary form)
447,Genki I 単語 ②,34,genki1-vocab-2_034.mp3,つくる,つくる,tsukuru,to make(dictionary form)
448,Genki I 単語 ②,35,genki1-vocab-2_035.mp3,もっていく,もっていく,moteiku,to take (a thing)(dictionary form)
449,Genki I 単語 ②,36,genki1-vocab-2_036.mp3,すてる,すてる,suteru,to throw away(dictionary form)
450,Genki I 単語 ②,37,genki1-vocab-2_037.mp3,はじめる,はじめる,hajimeru,to begin
451,Genki I 単語 ②,38,genki1-vocab-2_038.mp3,うんてんする,うんてんする,unten suru,to drive
452,Genki I 単語 ②,39,genki1-vocab-2_039.mp3,せんたくする,せんたくする,sentaku suru,to do laundry
453,Genki I 単語 ②,40,genki1-vocab-2_040.mp3,そうじする,そうじする,soujisuru,to clean
454,Genki I 単語 ②,41,genki1-vocab-2_041.mp3,りょうりする,りょうりする,ryouri suru,to cook
455,Genki I 単語 ②,42,genki1-vocab-2_042.mp3,うん,うん,un,uh-huh; yes(casual)
456,Genki I 単語 ②,43,genki1-vocab-2_043.mp3,ううん,ううん,uun,no (casual)
457,Genki I 単語 ②,44,genki1-vocab-2_044.mp3,いつも,いつも,itsumo,always
458,Genki I 単語 ②,45,genki1-vocab-2_045.mp3,かんぱい,かんぱい,kanpai,Cheers!
459,Genki I 単語 ②,46,genki1-vocab-2_046.mp3,みんなで,みんなで,minna de,all (of the people) together
460,Genki I 単語 ②,47,genki1-vocab-2_047.mp3,ざんねん（ですね）,ざんねん,zan nen (desune),That's too bad.
461,Genki I 単語 ②,48,genki1-vocab-2_048.mp3,まだ+negative,まだ+negative,mada+negative,not...yet
462,Genki I 単語 ②,49,genki1-vocab-2_049.mp3,について,について,ni tsuite,about
463,Genki I 単語 ②,50,genki1-vocab-2_050.mp3,１０ど,１０ど,juu do,10 degrees
464,Genki I 単語 ②,51,genki1-vocab-2_051.mp3,どう,どう,dou,how
465,Genki I 単語 ②,52,genki1-vocab-2_052.mp3,アボカドは ありますか,アボカドは ありますか,abokado wa arimasu ka,Do you have avocado?
466,Genki I 単語 ②,53,genki1-vocab-2_053.mp3,このなかに おさけが はいっていますか,このなかに おさけが はいっていますか,kono naka ni osake ga haitte imasu ka,Is there alcohol in this?*
467,Genki I 単語 ②,54,genki1-vocab-2_054.mp3,これはハラルフードですか,これはハラルフードですか,korewa hararu huudo desu ka,Is this halal?
468,Genki I 単語 ②,55,genki1-vocab-2_055.mp3,ピーナッツアレルギーがあります,ピーナッツアレルギーがあります,piinattsu arerugii ga arimasu,I have an allergy to peanuts.
469,Genki I 単語 ②,56,genki1-vocab-2_056.mp3,ふくろを おねがいします。,ふくろを おねがいします。,hukuro wo onegai shimasu,"Can I have a bag, please?"
470,Genki I 単語 ②,57,genki1-vocab-2_057.mp3,いちご,いちご,ichigo,strawberry
471,Genki I 単語 ②,58,genki1-vocab-2_058.mp3,すいか,すいか,suika,watermelon
472,Genki I 単語 ②,59,genki1-vocab-2_059.mp3,みかん,みかん,mikan,oranges
473,Genki I 単語 ②,60,genki1-vocab-2_060.mp3,りんご,りんご,ringo,apple
474,Genki I 単語 ②,61,genki1-vocab-2_061.mp3,もも,もも,momo,peach
475,Genki I 単語 ②,62,genki1-vocab-2_062.mp3,ぶどう,ぶどう,budou,grapes
476,Genki I 単語 ②,63,genki1-vocab-2_063.mp3,くだもの,くだもの,kudamono,fruit
477,Genki I 単語 ②,64,genki1-vocab-2_064.mp3,やさい,やさい,yasai,vegetable
478,Genki I 単語 ②,65,genki1-vocab-2_065.mp3,にんじん,にんじん,ninjin,carrots
479,Genki I 単語 ②,66,genki1-vocab-2_066.mp3,たまねぎ,たまねぎ,tamanegi,onion
480,Genki I 単語 ②,67,genki1-vocab-2_067.mp3,じゃがいも,じゃがいも,jagaimo,potato
481,Genki I 単語 ②,68,genki1-vocab-2_068.mp3,なす,なす,nasu,eggplant
482,Genki I 単語 ②,69,genki1-vocab-2_069.mp3,きゅうり,きゅうり,kyuuri,cucumber
483,Genki I 単語 ②,70,genki1-vocab-2_070.mp3,きゃべつ,きゃべつ,kyabetsu,cabbage
484,Genki I 単語 ②,71,genki1-vocab-2_071.mp3,ぎゅうにく,ぎゅうにく,gyuuniku,beef
485,Genki I 単語 ②,72,genki1-vocab-2_072.mp3,ぶたにく,ぶたにく,butaku,pork
486,Genki I 単語 ②,73,genki1-vocab-2_073.mp3,とりにく,とりにく,toriniku,chicken
487,Genki I 単語 ②,74,genki1-vocab-2_074.mp3,たんご,たんご,tango,word; vocabulary
488,Genki I 単語 ②,75,genki1-vocab-2_075.mp3,さくぶん,さくぶん,sakubun,essay; composition
489,Genki I 単語 ②,76,genki1-vocab-2_076.mp3,しけん,しけん,shiken,"examination, test"
490,Genki I 単語 ②,77,genki1-vocab-2_077.mp3,てがみ,てがみ,tegami,letter
491,Genki I 単語 ②,78,genki1-vocab-2_078.mp3,メール,メール,meeru,email
492,Genki I 単語 ②,79,genki1-vocab-2_079.mp3,ピアノ,ピアノ,piano,piano
493,Genki I 単語 ②,80,genki1-vocab-2_080.mp3,コンサート,コンサート,konsaato,concert
494,Genki I 単語 ②,81,genki1-vocab-2_081.mp3,チケット,チケット,chiketto,ticket
495,Genki I 単語 ②,82,genki1-vocab-2_082.mp3,かぶき,かぶき,kabuki,Kabuki; traditional Japanese theatrical art
496,Genki I 単語 ②,83,genki1-vocab-2_083.mp3,スキー,スキー,sukii,ski
497,Genki I 単語 ②,84,genki1-vocab-2_084.mp3,おべんとう,おべんとう,obentou,lunch box
498,Genki I 単語 ②,85,genki1-vocab-2_085.mp3,ピザ,ピザ,piza,pizza
499,Genki I 単語 ②,86,genki1-vocab-2_086.mp3,びょうき,びょうき,byouki,"illness, sickness"
500,Genki I 単語 ②,87,genki1-vocab-2_087.mp3,くすり,くすり,kusuri,medicine/drug/pill/tablet
501,Genki I 単語 ②,88,genki1-vocab-2_088.mp3,いいこ,いいこ,iiko,good child
502,Genki I 単語 ②,89,genki1-vocab-2_089.mp3,いろ,いろ,iro,color
503,Genki I 単語 ②,90,genki1-vocab-2_090.mp3,こんど,こんど,kondo,near future
504,Genki I 単語 ②,91,genki1-vocab-2_091.mp3,きょねん,きょねん,kyonen,last year
505,Genki I 単語 ②,92,genki1-vocab-2_092.mp3,ことし,ことし,kotoshi,this year
506,Genki I 単語 ②,93,genki1-vocab-2_093.mp3,らいねん,らいねん,rainen,next year
507,Genki I 単語 ②,94,genki1-vocab-2_094.mp3,あおい,あおい,aoi,blue
508,Genki I 単語 ②,95,genki1-vocab-2_095.mp3,あかい,あかい,akai,red
509,Genki I 単語 ②,96,genki1-vocab-2_096.mp3,くろい,くろい,kuroi,black
510,Genki I 単語 ②,97,genki1-vocab-2_097.mp3,しろい,しろい,shiroi,white
511,Genki I 単語 ②,98,genki1-vocab-2_098.mp3,さびしい,さびしい,sabishii,lonely
512,Genki I 単語 ②,99,genki1-vocab-2_099.mp3,わかい,わかい,wakai,young
513,Genki I 単語 ②,100,genki1-vocab-2_100.mp3,いじわる,いじわる,ijiwaru,mean-spirited
514,Genki I 単語 ②,101,genki1-vocab-2_101.mp3,おどる,おどる,odoru,to dance(dictionary form)
515,Genki I 単語 ②,102,genki1-vocab-2_102.mp3,おわる,おわる,owaru,(something) ends(dictionary form)
516,Genki I 単語 ②,103,genki1-vocab-2_103.mp3,くすりを のむ,くすりを のむ,kusuri wo nomu,to take medicine
517,Genki I 単語 ②,104,genki1-vocab-2_104.mp3,にんきがある,にんきがある,ninki ga aru,to be popular
518,Genki I 単語 ②,105,genki1-vocab-2_105.mp3,はじまる,はじまる,hajimaru,(something) begins (dictionary form)
519,Genki I 単語 ②,106,genki1-vocab-2_106.mp3,ひく,ひく,hiku,to play (a string instrument or piano)(dictionary form)
520,Genki I 単語 ②,107,genki1-vocab-2_107.mp3,もらう,もらう,morau,to get (from somebody)(dictionary form)
521,Genki I 単語 ②,108,genki1-vocab-2_108.mp3,おぼえる,おぼえる,oboeru,"to memorize, to remember(dictionary form)"
522,Genki I 単語 ②,109,genki1-vocab-2_109.mp3,でる,でる,deru,to appear; to attend; to exit(dictionary form)
